,Question,Abstract
491,What color is the glare in the corner of the picture described in the passage?,"73
sliced into the corner of the picture - a red glare shading away into the deep
black, the night side of the planet.
- I’ve found it! - cried Zaphod, thumping the console. - I’ve found it!
Ford stared at it in astonishment.
- What is it? - he said.
- That... - said Zaphod, - is the most improbable planet that ever existed."
492,How does Zaphod react when he believes he has found something significant?,"73
sliced into the corner of the picture - a red glare shading away into the deep
black, the night side of the planet.
- I’ve found it! - cried Zaphod, thumping the console. - I’ve found it!
Ford stared at it in astonishment.
- What is it? - he said.
- That... - said Zaphod, - is the most improbable planet that ever existed."
493,How does Ford react to Zaphod's discovery?,"73
sliced into the corner of the picture - a red glare shading away into the deep
black, the night side of the planet.
- I’ve found it! - cried Zaphod, thumping the console. - I’ve found it!
Ford stared at it in astonishment.
- What is it? - he said.
- That... - said Zaphod, - is the most improbable planet that ever existed."
494,"According to Zaphod, what makes the planet he has found so improbable?","73
sliced into the corner of the picture - a red glare shading away into the deep
black, the night side of the planet.
- I’ve found it! - cried Zaphod, thumping the console. - I’ve found it!
Ford stared at it in astonishment.
- What is it? - he said.
- That... - said Zaphod, - is the most improbable planet that ever existed."
495,Describe the imagery used to depict the planet in the passage.,"73
sliced into the corner of the picture - a red glare shading away into the deep
black, the night side of the planet.
- I’ve found it! - cried Zaphod, thumping the console. - I’ve found it!
Ford stared at it in astonishment.
- What is it? - he said.
- That... - said Zaphod, - is the most improbable planet that ever existed."
496,What is the topic of Chapter 14 in the document?,74 CHAPTER 14.
497,How many chapters are there in total in the document?,74 CHAPTER 14.
498,Can you provide a brief summary of Chapter 14?,74 CHAPTER 14.
499,What is the significance of Chapter 14 in relation to the overall document?,74 CHAPTER 14.
500,How does the content of Chapter 14 relate to the themes discussed in previous chapters?,74 CHAPTER 14.
501,What were the conditions that led to the creation of custom-made luxury planet building on the planet Magrathea?,"Chapter 15
(Excerpt from The Hitch Hiker’s Guide to the Galaxy, Page 634784, Section 5a,
Entry: Magrathea)
Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.
Mighty starships plied their way between exotic suns, seeking adventure and
reward amongst the furthest reaches of Galactic space. In those days spirits
were brave, the stakes were high, men were real men, women were real women,
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri. And all dared to brave unknown terrors, to do mighty
deeds, to boldly split inﬁnitives that no man had split before - and thus was the
Empire forged.
Many men of course became extremely rich, but this was perfectly natural
and nothing to be ashamed of because no one was really poor - at least no
one worth speaking of. And for all the richest and most successful merchants
life inevitably became rather dull and niggly, and they began to imagine that
this was therefore the fault of the worlds they’d settled on - none of them was
entirely satisfactory: either the climate wasn’t quite right in the later part of
the afternoon, or the day was half an hour too long, or the sea was exactly the
wrong shade of pink.
And thus were created the conditions for a staggering new form of special-
ist industry: custom-made luxury planet building. The home of this industry
was the planet Magrathea, where hyperspatial engineers sucked matter through
white holes in space to form it into dream planets - gold planets, platinum plan-
ets, soft rubber planets with lots of earthquakes - all lovingly made to meet the
exacting standards that the Galaxy’s richest men naturally came to expect.
But so successful was this venture that Magrathea itself soon became the
richest planet of all time and the rest of the Galaxy was reduced to abject
poverty. And so the system broke down, the Empire collapsed, and a long sullen
silence settled over a billion worlds, disturbed only by the pen scratchings of
scholars as they laboured into the night over smug little treaties on the value of
a planned political economy.
Magrathea itself disappeared and its memory soon passed into the obscurity
of legend.
In these enlightened days of course, no one believes a word of it.
75"
502,How did the success of Magrathea's luxury planet building industry impact the rest of the Galaxy?,"Chapter 15
(Excerpt from The Hitch Hiker’s Guide to the Galaxy, Page 634784, Section 5a,
Entry: Magrathea)
Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.
Mighty starships plied their way between exotic suns, seeking adventure and
reward amongst the furthest reaches of Galactic space. In those days spirits
were brave, the stakes were high, men were real men, women were real women,
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri. And all dared to brave unknown terrors, to do mighty
deeds, to boldly split inﬁnitives that no man had split before - and thus was the
Empire forged.
Many men of course became extremely rich, but this was perfectly natural
and nothing to be ashamed of because no one was really poor - at least no
one worth speaking of. And for all the richest and most successful merchants
life inevitably became rather dull and niggly, and they began to imagine that
this was therefore the fault of the worlds they’d settled on - none of them was
entirely satisfactory: either the climate wasn’t quite right in the later part of
the afternoon, or the day was half an hour too long, or the sea was exactly the
wrong shade of pink.
And thus were created the conditions for a staggering new form of special-
ist industry: custom-made luxury planet building. The home of this industry
was the planet Magrathea, where hyperspatial engineers sucked matter through
white holes in space to form it into dream planets - gold planets, platinum plan-
ets, soft rubber planets with lots of earthquakes - all lovingly made to meet the
exacting standards that the Galaxy’s richest men naturally came to expect.
But so successful was this venture that Magrathea itself soon became the
richest planet of all time and the rest of the Galaxy was reduced to abject
poverty. And so the system broke down, the Empire collapsed, and a long sullen
silence settled over a billion worlds, disturbed only by the pen scratchings of
scholars as they laboured into the night over smug little treaties on the value of
a planned political economy.
Magrathea itself disappeared and its memory soon passed into the obscurity
of legend.
In these enlightened days of course, no one believes a word of it.
75"
503,Describe the characteristics of life in the former Galactic Empire as portrayed in the excerpt.,"Chapter 15
(Excerpt from The Hitch Hiker’s Guide to the Galaxy, Page 634784, Section 5a,
Entry: Magrathea)
Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.
Mighty starships plied their way between exotic suns, seeking adventure and
reward amongst the furthest reaches of Galactic space. In those days spirits
were brave, the stakes were high, men were real men, women were real women,
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri. And all dared to brave unknown terrors, to do mighty
deeds, to boldly split inﬁnitives that no man had split before - and thus was the
Empire forged.
Many men of course became extremely rich, but this was perfectly natural
and nothing to be ashamed of because no one was really poor - at least no
one worth speaking of. And for all the richest and most successful merchants
life inevitably became rather dull and niggly, and they began to imagine that
this was therefore the fault of the worlds they’d settled on - none of them was
entirely satisfactory: either the climate wasn’t quite right in the later part of
the afternoon, or the day was half an hour too long, or the sea was exactly the
wrong shade of pink.
And thus were created the conditions for a staggering new form of special-
ist industry: custom-made luxury planet building. The home of this industry
was the planet Magrathea, where hyperspatial engineers sucked matter through
white holes in space to form it into dream planets - gold planets, platinum plan-
ets, soft rubber planets with lots of earthquakes - all lovingly made to meet the
exacting standards that the Galaxy’s richest men naturally came to expect.
But so successful was this venture that Magrathea itself soon became the
richest planet of all time and the rest of the Galaxy was reduced to abject
poverty. And so the system broke down, the Empire collapsed, and a long sullen
silence settled over a billion worlds, disturbed only by the pen scratchings of
scholars as they laboured into the night over smug little treaties on the value of
a planned political economy.
Magrathea itself disappeared and its memory soon passed into the obscurity
of legend.
In these enlightened days of course, no one believes a word of it.
75"
504,What role did hyperspatial engineers play in the creation of dream planets on Magrathea?,"Chapter 15
(Excerpt from The Hitch Hiker’s Guide to the Galaxy, Page 634784, Section 5a,
Entry: Magrathea)
Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.
Mighty starships plied their way between exotic suns, seeking adventure and
reward amongst the furthest reaches of Galactic space. In those days spirits
were brave, the stakes were high, men were real men, women were real women,
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri. And all dared to brave unknown terrors, to do mighty
deeds, to boldly split inﬁnitives that no man had split before - and thus was the
Empire forged.
Many men of course became extremely rich, but this was perfectly natural
and nothing to be ashamed of because no one was really poor - at least no
one worth speaking of. And for all the richest and most successful merchants
life inevitably became rather dull and niggly, and they began to imagine that
this was therefore the fault of the worlds they’d settled on - none of them was
entirely satisfactory: either the climate wasn’t quite right in the later part of
the afternoon, or the day was half an hour too long, or the sea was exactly the
wrong shade of pink.
And thus were created the conditions for a staggering new form of special-
ist industry: custom-made luxury planet building. The home of this industry
was the planet Magrathea, where hyperspatial engineers sucked matter through
white holes in space to form it into dream planets - gold planets, platinum plan-
ets, soft rubber planets with lots of earthquakes - all lovingly made to meet the
exacting standards that the Galaxy’s richest men naturally came to expect.
But so successful was this venture that Magrathea itself soon became the
richest planet of all time and the rest of the Galaxy was reduced to abject
poverty. And so the system broke down, the Empire collapsed, and a long sullen
silence settled over a billion worlds, disturbed only by the pen scratchings of
scholars as they laboured into the night over smug little treaties on the value of
a planned political economy.
Magrathea itself disappeared and its memory soon passed into the obscurity
of legend.
In these enlightened days of course, no one believes a word of it.
75"
505,How did the collapse of the Empire and the disappearance of Magrathea impact the rest of the Galaxy?,"Chapter 15
(Excerpt from The Hitch Hiker’s Guide to the Galaxy, Page 634784, Section 5a,
Entry: Magrathea)
Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.
Mighty starships plied their way between exotic suns, seeking adventure and
reward amongst the furthest reaches of Galactic space. In those days spirits
were brave, the stakes were high, men were real men, women were real women,
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri. And all dared to brave unknown terrors, to do mighty
deeds, to boldly split inﬁnitives that no man had split before - and thus was the
Empire forged.
Many men of course became extremely rich, but this was perfectly natural
and nothing to be ashamed of because no one was really poor - at least no
one worth speaking of. And for all the richest and most successful merchants
life inevitably became rather dull and niggly, and they began to imagine that
this was therefore the fault of the worlds they’d settled on - none of them was
entirely satisfactory: either the climate wasn’t quite right in the later part of
the afternoon, or the day was half an hour too long, or the sea was exactly the
wrong shade of pink.
And thus were created the conditions for a staggering new form of special-
ist industry: custom-made luxury planet building. The home of this industry
was the planet Magrathea, where hyperspatial engineers sucked matter through
white holes in space to form it into dream planets - gold planets, platinum plan-
ets, soft rubber planets with lots of earthquakes - all lovingly made to meet the
exacting standards that the Galaxy’s richest men naturally came to expect.
But so successful was this venture that Magrathea itself soon became the
richest planet of all time and the rest of the Galaxy was reduced to abject
poverty. And so the system broke down, the Empire collapsed, and a long sullen
silence settled over a billion worlds, disturbed only by the pen scratchings of
scholars as they laboured into the night over smug little treaties on the value of
a planned political economy.
Magrathea itself disappeared and its memory soon passed into the obscurity
of legend.
In these enlightened days of course, no one believes a word of it.
75"
506,What is the significance of Chapter 15 in the document?,76 CHAPTER 15.
507,How does Chapter 15 contribute to the overall theme or message of the document?,76 CHAPTER 15.
508,Can you provide a brief summary of Chapter 15?,76 CHAPTER 15.
509,What key points or events are discussed in Chapter 15?,76 CHAPTER 15.
510,How does Chapter 15 relate to the rest of the document?,76 CHAPTER 15.
511,What is Ford's opinion on Magrathea and why does he hold this belief?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
512,How does Zaphod respond to Ford's skepticism about Magrathea?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
513,"Describe the interaction between Zaphod and the ship's computer, Eddie.","Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
514,How does Trillian contribute to the discussion about the planet they are orbiting?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
515,What is Zaphod's reaction when Trillian mentions they will soon be on the daylight side of the planet?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
516,How does the computer respond when asked to show a view of the planet again?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
517,"What is the significance of the planet being described as a ""dark featureless mass"" on the screens?","Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
518,How does Zaphod react to the situation unfolding with the planet?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
519,How does Ford's skepticism about Magrathea contrast with Zaphod's certainty about their location?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
520,How does the dialogue between the characters reveal their differing perspectives on the planet they are orbiting?,"Chapter 16
Arthur awoke to the sound of argument and went to the bridge. Ford was
waving his arms about.
- You’re crazy, Zaphod, - he was saying, - Magrathea is a myth, a fairy story,
it’s what parents tell their kids about at night if they want them to grow up to
become economists, it’s...
- And that’s what we are currently in orbit around, - insisted Zaphod.
- Look, I can’t help what you may personally be in orbit around, - said Ford,
- but this ship...
- Computer! - shouted Zaphod.
- Oh no...
- Hi there! This is Eddie your shipboard computer, and I’m feeling just great
guys, and I know I’m just going to get a bundle of kicks out of any programme
you care to run through me.
Arthur looked inquiringly at Trillian. She motioned him to come on in but
keep quiet.
- Computer, - said Zaphod, - tell us again what our present trajectory is.
- A real pleasure feller, - it burbled, - we are currently in orbit at an altitude
of three hundred miles around the legendary planet of Magrathea.
- Proving nothing, - said Ford. - I wouldn’t trust that computer to speak
my weight.
- I can do that for you, sure, - enthused the computer, punching out more
tickertape. - I can even work out you personality problems to ten decimal places
if it will help.
Trillian interrupted.
- Zaphod, - she said, - any minute now we will be swinging round to the
daylight side of this planet, - adding, - whatever it turns out to be.
- Hey, what do you mean by that? The planet’s where I predicted it would
be isn’t it?
- Yes, I know there’s a planet there. I’m not arguing with anyone, it’s just
that I wouldn’t know Magrathea from any other lump of cold rock. Dawn’s
coming up if you want it.
- OK, OK, - muttered Zaphod, - let’s at least give our eyes a good time.
Computer!
- Hi there! What can I...
- Just shut up and give us a view of the planet again.
A dark featureless mass once more ﬁlled the screens - the planet rolling away
beneath them.
77"
